provider_name,provider_type,npi_number,city,state,phone_number
Smith-Jones Medical Center,Clinic,2558230568,Lake Thomasside,MH,001-233-547-9142x65146
Brown-Lopez Medical Center,Specialist,8152439507,Thorntonport,AZ,231.751.3853x7529
"Floyd, Valdez and Wood Medical Center",Hospital,1516189572,Lawrenceberg,PW,001-260-424-6227
"Gibson, Hickman and Taylor Medical Center",Hospital,1047612523,Breannaborough,FL,+1-504-358-5176
Odonnell LLC Medical Center,Specialist,7434329100,New Samantha,FL,361.709.5909x195
Herrera-Miller Medical Center,Laboratory,7537355814,Wrightshire,WV,828.499.9226
Graham-Campbell Medical Center,Pharmacy,3134988023,East Don,DE,541.323.1563x949
Castillo and Sons Medical Center,Primary Care,5147404555,South Janice,NM,(317)353-6499x262
Johnson LLC Medical Center,Pharmacy,9658608892,Youngton,GA,001-762-752-7366x0817
"Harrison, Garcia and Coffey Medical Center",Primary Care,7423665736,South Alejandra,KS,001-972-716-0208x507
"Decker, Lawrence and Davis Medical Center",Pharmacy,6546006963,Lake Charles,WA,(576)565-4479x810
"Allen, Flores and Richard Medical Center",Hospital,8814405945,West Jessica,IA,(270)565-9458
Nash-Peterson Medical Center,Clinic,1028998074,Stephanieshire,PR,+1-738-690-2367x6608
Walker-Navarro Medical Center,Laboratory,1130232222,Lake Brandon,MI,708-311-9542
Anderson PLC Medical Center,Laboratory,4345645376,Montesport,PA,456-643-7778x520
"Jackson, Cruz and Strong Medical Center",Primary Care,4896725016,North Shannonport,VI,+1-743-592-5367x0993
Barry-Deleon Medical Center,Hospital,7078940180,Robinsonside,NJ,+1-406-991-8220x069
Rodriguez-Gallegos Medical Center,Urgent Care,9365960942,Lake Brandon,WY,403.374.1930
Benitez-Hernandez Medical Center,Clinic,6309706416,South Leah,OH,+1-375-597-2077
Sawyer-Harding Medical Center,Primary Care,1491078087,Thomasstad,WI,(500)306-6800x6642
"Walker, Irwin and Lee Medical Center",Pharmacy,5586705973,Port Danielle,OR,+1-352-920-2430x3816
Craig-Hamilton Medical Center,Clinic,9902849444,West Matthewland,SD,656.524.2396x975
Myers-Glover Medical Center,Urgent Care,6416640396,Jeffreystad,LA,+1-626-898-1648x996
Nichols and Sons Medical Center,Hospital,8117377139,South Franklinberg,NH,953.585.3761x056
Thompson and Sons Medical Center,Laboratory,4826097879,Port Sandraville,VA,(907)628-2098x6217
Miller-Orozco Medical Center,Urgent Care,2551399596,West Davidside,HI,724.472.4270
"Foley, Hicks and Washington Medical Center",Laboratory,8736969262,Nicholasmouth,IA,(742)325-5343
Johnson-Mcfarland Medical Center,Hospital,1572172830,Georgeton,MS,275-281-0679x7278
Mckay-Bentley Medical Center,Urgent Care,6583464936,West Paulhaven,NM,601-980-4652x508
"Dean, Webster and Rodriguez Medical Center",Urgent Care,1653754375,Lake Zacharyville,LA,402-300-0265
Davis Inc Medical Center,Primary Care,2620924208,Gomezview,NM,+1-892-303-4161x05215
"Gonzalez, Patterson and Rogers Medical Center",Pharmacy,7078335143,Swansonbury,PR,561.780.2883
Herrera-Juarez Medical Center,Laboratory,7002376609,New Michaelview,IN,692.543.0726x34441
Richardson Group Medical Center,Urgent Care,4781053703,Goodwinton,VA,+1-381-900-6750x90007
Sanders Group Medical Center,Hospital,6916416619,Troyton,GU,211.490.4194x087
"Pope, Best and Wallace Medical Center",Clinic,8938706712,Laurenfurt,KY,880.522.9031
Burton-Perez Medical Center,Clinic,7713525387,South Colin,PA,(400)997-9402x80700
"Morgan, Burgess and Nelson Medical Center",Laboratory,7612806977,Scottton,NY,9018262316
Mitchell Ltd Medical Center,Pharmacy,6107138102,New Robertshire,MN,(557)558-4141
"Williams, Erickson and Diaz Medical Center",Primary Care,8816105444,South Kylehaven,OR,001-907-488-5444x557
"Burke, Washington and Tran Medical Center",Pharmacy,5002568220,Garciashire,CT,845.658.2683
Pope Inc Medical Center,Primary Care,5522422285,Sarafurt,PR,001-806-906-8021x9930
Jackson-Case Medical Center,Hospital,1205276756,West Melody,NM,669-592-7352x02332
Shelton-Pitts Medical Center,Primary Care,3743026176,Boydmouth,CA,(989)515-4617x8786
"Evans, Paul and Ramirez Medical Center",Clinic,2023735888,Leahview,CT,+1-882-607-3869x5905
Kennedy-Olson Medical Center,Laboratory,9242890666,Jennifershire,TN,(502)747-5819
Mckinney-Nguyen Medical Center,Primary Care,1316780003,Allenside,IL,(397)419-4884x31164
"Richardson, Newman and Thomas Medical Center",Urgent Care,7478113894,Robertport,VA,001-368-871-5804x490
Obrien Inc Medical Center,Clinic,8624274749,Janeland,IA,+1-408-403-2048x58504
"Lowery, Hatfield and Alvarez Medical Center",Clinic,4223350502,Heatherstad,AR,529-223-2981
"Montoya, Brown and Walker Medical Center",Clinic,6829914524,Amandaland,NM,617-210-8035
Nelson Inc Medical Center,Primary Care,9801019180,Medinaville,MN,7848490854
Washington-Burton Medical Center,Laboratory,4559501201,Jasonbury,CA,001-708-988-9497x2913
Newman-Kramer Medical Center,Urgent Care,6168303380,Kimberlyside,WV,+1-613-904-6555
Dominguez and Sons Medical Center,Clinic,3492690508,Port Brooke,FL,321.243.5384
Phillips-Lee Medical Center,Urgent Care,6715118915,New Barbara,UT,531-372-4534x5190
Horne-Browning Medical Center,Hospital,9843282796,Schmidthaven,PW,482.689.8798
Navarro LLC Medical Center,Specialist,8159771815,East Nancymouth,DE,6374103508
"Rodriguez, Rodriguez and Johnson Medical Center",Hospital,8799679520,Brentmouth,RI,543-632-2507x67398
Rios-Villegas Medical Center,Primary Care,3116960128,Meganborough,NV,675.868.7205x9351
"Cobb, Lawrence and Griffith Medical Center",Clinic,7865392071,Coxton,AS,+1-597-524-9463
"Robbins, Shaffer and Potter Medical Center",Laboratory,7665453723,Biancatown,DC,(488)654-3406x77334
"Martin, Mann and Bennett Medical Center",Clinic,6916430660,South Linda,OK,(726)865-5903x030
"Martinez, Perry and Marsh Medical Center",Clinic,5109259394,East Erica,VI,+1-681-673-2449x101
Stephens Ltd Medical Center,Clinic,1666898863,Port Johnmouth,MH,585-402-1076x212
"Russell, Thomas and Tucker Medical Center",Urgent Care,3706915224,New Kevin,AL,347.688.9248
Shelton-Smith Medical Center,Hospital,5893500645,Jenniferchester,GA,(740)876-6308x782
Andersen PLC Medical Center,Pharmacy,4015339845,Vincentfurt,DE,(537)486-7358
"Johnson, Scott and Sellers Medical Center",Hospital,9318438089,New Lisa,MH,796.892.5485x582
Jefferson-Walker Medical Center,Laboratory,3505842967,Port Daniel,GA,+1-604-368-9949x51209
Stone Inc Medical Center,Urgent Care,8012308932,South Peter,WV,492-469-2892
"Harris, Rodriguez and Freeman Medical Center",Specialist,8156716892,New Karenfort,MD,001-388-610-2186x31392
Sharp LLC Medical Center,Urgent Care,2393808455,Martinmouth,IL,(453)779-3356x3573
"White, Avila and Armstrong Medical Center",Urgent Care,4903088224,Millerburgh,AZ,201-352-1109
Warren Ltd Medical Center,Hospital,1608016990,Randybury,VT,778.860.7131
Hughes LLC Medical Center,Laboratory,1134704253,Jeremyshire,PA,5038044623
"Kirk, Ross and Rocha Medical Center",Laboratory,5394055587,South Crystalmouth,MD,001-853-610-5158x030
"Cardenas, Simpson and Moreno Medical Center",Urgent Care,6453223042,Carterville,GA,(686)666-1250
Shaffer-Robinson Medical Center,Pharmacy,7834257634,Pachecoton,SD,617.278.0020x8370
"Daniels, Hampton and Higgins Medical Center",Pharmacy,2663493968,Lake Vanessa,MT,427.227.2452x264
Johnson and Sons Medical Center,Hospital,2210720050,East Mark,RI,765-475-3921
"Mcdaniel, Krause and Stevens Medical Center",Urgent Care,3554413150,South Raymond,IL,001-213-351-7376x6831
"Gilbert, Martin and Ramirez Medical Center",Specialist,1348670969,Port Robert,MI,(603)804-4304x57032
"Richardson, Salinas and Brewer Medical Center",Specialist,2903550290,Stephanieside,ME,482.302.2865x7956
Cain Group Medical Center,Hospital,5042065428,North Ryan,GU,707-246-3359x475
Holmes PLC Medical Center,Specialist,2745835599,Gardnerland,KS,(472)959-2648x1139
Brown-Oliver Medical Center,Clinic,4720681988,New Susan,NJ,001-466-391-3353
Mitchell PLC Medical Center,Urgent Care,9277944072,Burchshire,AR,001-764-581-1150x3196
"Salas, Johnson and Bond Medical Center",Urgent Care,3928497341,Carlosville,WY,+1-934-255-6814x414
Mccormick-Rice Medical Center,Specialist,6922265481,North Kevin,DC,001-454-475-9708x4630
Johnson Ltd Medical Center,Clinic,6040096796,North Joshuaton,CA,262-242-6257
Richardson PLC Medical Center,Urgent Care,7956882038,Sarahchester,TN,435.544.6155x990
"Conway, Brown and Murray Medical Center",Pharmacy,3763435994,South Chris,NJ,(425)471-2393
Brewer and Sons Medical Center,Primary Care,6440857159,North Bethmouth,ME,001-481-457-8478x099
Barker Ltd Medical Center,Pharmacy,2810072241,North Loristad,IL,777-528-4594x6890
Alexander-Griffith Medical Center,Pharmacy,2151909436,South Jasonville,PW,001-886-369-8144x926
Galloway LLC Medical Center,Primary Care,5524925284,Alexanderfort,NH,(749)271-2486x58672
Keith Inc Medical Center,Pharmacy,2064643526,Gregoryburgh,WV,504-747-8610
Freeman-Frye Medical Center,Urgent Care,9097297098,South Kimberlyton,MP,751-591-1606
"Smith, Johnson and Osborne Medical Center",Hospital,5869074357,Harveyborough,DC,687-792-0490x84151
Hill Group Medical Center,Urgent Care,2232252049,Andresfort,MO,821.479.0555
Medina LLC Medical Center,Pharmacy,4479030239,East Markborough,IL,376.267.3794x083
Hood and Sons Medical Center,Specialist,6972737552,Bellside,OK,922.273.9599x830
Ruiz-Merritt Medical Center,Pharmacy,9805294884,South Bonnie,SD,4658144238
Odom-Garcia Medical Center,Pharmacy,5329746742,Lake Brittany,SD,668-421-4646x578
"Perry, Watts and Meyer Medical Center",Specialist,4841992218,Alyssaport,MP,001-254-833-7795x3788
Lam-Ford Medical Center,Urgent Care,4203730375,East Rhondabury,MT,389-351-7531x1362
"Dean, Rosario and Davis Medical Center",Pharmacy,7261394810,Lake Andrewtown,AZ,001-649-480-1675x09047
Hernandez Ltd Medical Center,Specialist,8084199482,Deniseborough,NE,510-489-0184x658
Michael PLC Medical Center,Primary Care,3441700782,Nelsonborough,GA,(271)941-5814x54902
Smith PLC Medical Center,Specialist,1559102734,New Antonioberg,CA,(839)719-3278x087
Patel-Barron Medical Center,Urgent Care,9883615244,South Nicolemouth,MP,420.462.5080x484
Morgan-Arellano Medical Center,Clinic,8297357423,Dyerton,ND,(391)889-2707
Rodriguez Ltd Medical Center,Clinic,8395430835,Vegaburgh,IL,+1-337-776-3958x28493
"Griffin, Lutz and Huffman Medical Center",Primary Care,4699854301,Lake Katie,GA,001-494-672-8706
"Morris, Marsh and Hall Medical Center",Pharmacy,5532341515,Shannonside,WY,(227)522-5030
"Banks, Morales and Hernandez Medical Center",Primary Care,4472103394,Miguelchester,AR,001-969-289-7336x69518
Gibbs-Stokes Medical Center,Hospital,4228948608,South Michaelland,DC,+1-971-324-2093x3194
Smith-Miller Medical Center,Specialist,9864873434,North Ann,WY,916-529-4021x644
Weber-Ferguson Medical Center,Hospital,3307886562,West Keith,DE,+1-808-270-1342x3236
Serrano-Hardy Medical Center,Hospital,6139442638,Schwartzville,MD,(792)338-8333x8399
Lam Inc Medical Center,Urgent Care,8855822294,East Bryan,ID,958.537.7929x598
Diaz-Griffin Medical Center,Clinic,9351062109,New Jeremiahborough,IN,(932)337-8916
"Miller, Reid and Andersen Medical Center",Hospital,1744012865,West Deannaport,AZ,(967)973-2336x856
Nelson-Hansen Medical Center,Laboratory,6613947924,New Davidmouth,ND,(990)479-1350x959
King Group Medical Center,Clinic,1002332576,Pughchester,GU,001-628-982-7297x43811
Lindsey LLC Medical Center,Hospital,1314437615,New Briana,NE,+1-768-406-5542x8122
Williams and Sons Medical Center,Laboratory,7955461322,Ashleyborough,RI,001-408-790-1133
Freeman-Chavez Medical Center,Clinic,8538809212,East Molly,UT,(881)836-6301x72386
"Mcdonald, Escobar and Ferguson Medical Center",Pharmacy,1536168558,East Ryanhaven,PW,744-510-0550x835
Shelton LLC Medical Center,Specialist,4058781487,Lake Fred,NM,675-921-4874x855
Lynn-Perez Medical Center,Clinic,4319328061,North Josephburgh,OK,(739)865-4702
Robinson Group Medical Center,Laboratory,3878054773,East Catherine,CA,+1-773-839-0006x193
"Gates, Thompson and Garcia Medical Center",Laboratory,1617715623,Josephland,AZ,(350)483-1528
Baker and Sons Medical Center,Primary Care,1510612109,South Jonborough,MD,001-342-231-4086x7813
Mcguire Inc Medical Center,Laboratory,9100513000,New Rebecca,TN,001-575-728-8141x199
"Walker, Burgess and Edwards Medical Center",Primary Care,2200940825,West Jesse,GA,728.727.7218x20948
"Jones, Gonzales and Welch Medical Center",Primary Care,7898805453,South Johnhaven,KY,726.280.9223
Daniels-Love Medical Center,Hospital,7533720811,West Ashley,NC,001-627-707-8971x549
Mcdaniel and Sons Medical Center,Specialist,6374251694,Port Jasminemouth,NV,+1-650-747-0875x4123
Wolfe-Butler Medical Center,Clinic,1170147819,Molinamouth,NM,001-549-967-0283x5627
Sims-Conley Medical Center,Hospital,7971407566,Fergusonfurt,WY,213-908-4432x165
"Jackson, Perry and Beard Medical Center",Primary Care,6816588654,West Markfurt,ME,(283)665-8393
"Taylor, Sanders and Jordan Medical Center",Hospital,8208364409,Sosastad,ND,839.291.2639x786
Travis Inc Medical Center,Laboratory,1983641816,Bakerhaven,ND,961.769.7931x03767
Powell-Lindsey Medical Center,Specialist,6952568361,Port Craig,NV,847-385-1173
"Brown, Greene and Miller Medical Center",Pharmacy,6807045264,Craigside,WV,4489992420
Greene-Cooper Medical Center,Laboratory,2029871204,New Danielfurt,OR,916-627-4580x96539
"Green, Montgomery and Kennedy Medical Center",Laboratory,3230582750,Burtonborough,LA,448.952.8457
"Lee, Armstrong and Allison Medical Center",Primary Care,6719288772,Michaelside,WI,(908)900-2565
"Stephens, Johnson and Rivera Medical Center",Clinic,1693129427,Michaelview,PW,001-714-407-1161
"Barr, Jarvis and Cole Medical Center",Clinic,9578393573,Clinefort,MH,001-821-731-7397
"Cook, Stephenson and Mcdowell Medical Center",Primary Care,8512989244,Port Spencerberg,LA,+1-437-984-0392x908
Martinez Group Medical Center,Pharmacy,9552124213,Robertberg,MH,+1-751-954-4158x27507
"Munoz, Wolfe and Cortez Medical Center",Pharmacy,1303140877,Johnsonville,OK,8575447435
Bray-Bray Medical Center,Laboratory,4346352997,Robertston,CO,824-487-1160x6182
Alexander-Giles Medical Center,Pharmacy,5597605666,Angelachester,PW,522-716-3912x865
Oliver-Garcia Medical Center,Hospital,7736313421,South Brittanytown,NE,001-947-785-8544
"Mitchell, Marks and Gonzalez Medical Center",Primary Care,7046336958,Ashleystad,WY,+1-989-992-0838x82907
"Schmidt, Ashley and Atkins Medical Center",Primary Care,6298986267,Jameshaven,AS,661-912-4874
"Taylor, Barrett and Mcmahon Medical Center",Specialist,9210277723,New Joyceport,TX,683-877-2917x00999
Miller LLC Medical Center,Urgent Care,8433361246,Ambertown,CA,001-870-266-9137x0133
"Carroll, Farmer and Daniels Medical Center",Laboratory,2318916950,North William,RI,545-354-0041x6866
Hernandez-Ali Medical Center,Urgent Care,2019128026,Cartershire,CA,342.691.4527x04068
Silva-Schneider Medical Center,Laboratory,4392856338,Meghanstad,GA,+1-549-880-7494x9255
Collins-Kirby Medical Center,Primary Care,2654754541,Timothyborough,MO,001-409-823-5739
Dougherty-Figueroa Medical Center,Urgent Care,6312783106,Lake Jessica,AR,001-249-513-2960x09059
Brooks-Hoover Medical Center,Pharmacy,1952987463,North Karenville,WA,+1-378-443-5124x4759
Carson Ltd Medical Center,Primary Care,3423681314,Leehaven,AL,+1-838-913-7241x07378
Jones-Simon Medical Center,Urgent Care,3596753166,Arellanomouth,SC,001-289-682-9381x0123
"Snyder, Townsend and Ruiz Medical Center",Hospital,9845481319,Murraytown,MO,639-420-4066x98109
Hunter-Booth Medical Center,Laboratory,7068836982,Richardtown,NC,228.504.1728x62420
Valenzuela-Watson Medical Center,Pharmacy,1403267313,Lauramouth,KS,001-334-335-0972x91738
Smith Ltd Medical Center,Laboratory,6272852474,Calhounfurt,NC,001-347-510-0003x59775
Chapman-Sanchez Medical Center,Laboratory,1956463305,South Allisonstad,SD,+1-457-551-2909x098
